step_id,case_id,step_name,step_status,performed_by,started_at,completed_at,notes,evidence_reference
CSE-05-CASE-0018-STP-2,CSE-05-CASE-0018,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-07T05:49:00Z,2026-08-07T05:55:00Z,Completed analysis for step 2,HASH-SHA256-182
CSE-05-CASE-0018-STP-3,CSE-05-CASE-0018,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-07T05:54:00Z,2026-08-07T06:03:00Z,Completed analysis for step 3,HASH-SHA256-183
CSE-05-CASE-0019-STP-1,CSE-05-CASE-0019,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-23T10:17:00Z,2026-08-23T10:20:00Z,Completed analysis for step 1,HASH-SHA256-191
CSE-05-CASE-0019-STP-2,CSE-05-CASE-0019,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-23T10:22:00Z,2026-08-23T10:28:00Z,Completed analysis for step 2,HASH-SHA256-192
CSE-05-CASE-0019-STP-3,CSE-05-CASE-0019,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-23T10:27:00Z,2026-08-23T10:36:00Z,Completed analysis for step 3,HASH-SHA256-193
CSE-05-CASE-0019-STP-4,CSE-05-CASE-0019,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-23T10:32:00Z,2026-08-23T10:44:00Z,Completed analysis for step 4,HASH-SHA256-194
CSE-05-CASE-0019-STP-5,CSE-05-CASE-0019,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-23T10:37:00Z,2026-08-23T10:52:00Z,Completed analysis for step 5,HASH-SHA256-195
CSE-05-CASE-0020-STP-1,CSE-05-CASE-0020,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-13T18:29:00Z,2026-08-13T18:32:00Z,Completed analysis for step 1,HASH-SHA256-201
CSE-05-CASE-0020-STP-2,CSE-05-CASE-0020,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-13T18:34:00Z,2026-08-13T18:40:00Z,Completed analysis for step 2,HASH-SHA256-202
CSE-05-CASE-0020-STP-3,CSE-05-CASE-0020,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-13T18:39:00Z,2026-08-13T18:48:00Z,Completed analysis for step 3,HASH-SHA256-203
CSE-05-CASE-0020-STP-4,CSE-05-CASE-0020,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-13T18:44:00Z,2026-08-13T18:56:00Z,Completed analysis for step 4,HASH-SHA256-204
CSE-05-CASE-0021-STP-1,CSE-05-CASE-0021,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-25T16:14:00Z,2026-08-25T16:17:00Z,Completed analysis for step 1,HASH-SHA256-211
CSE-05-CASE-0021-STP-2,CSE-05-CASE-0021,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-25T16:19:00Z,2026-08-25T16:25:00Z,Completed analysis for step 2,HASH-SHA256-212
CSE-05-CASE-0021-STP-3,CSE-05-CASE-0021,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-25T16:24:00Z,2026-08-25T16:33:00Z,Completed analysis for step 3,HASH-SHA256-213
CSE-05-CASE-0021-STP-4,CSE-05-CASE-0021,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-25T16:29:00Z,2026-08-25T16:41:00Z,Completed analysis for step 4,HASH-SHA256-214
CSE-05-CASE-0021-STP-5,CSE-05-CASE-0021,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-25T16:34:00Z,2026-08-25T16:49:00Z,Completed analysis for step 5,HASH-SHA256-215
CSE-05-CASE-0022-STP-1,CSE-05-CASE-0022,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-19T00:33:00Z,2026-08-19T00:36:00Z,Completed analysis for step 1,HASH-SHA256-221
CSE-05-CASE-0022-STP-2,CSE-05-CASE-0022,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-19T00:38:00Z,2026-08-19T00:44:00Z,Completed analysis for step 2,HASH-SHA256-222
CSE-05-CASE-0022-STP-3,CSE-05-CASE-0022,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-19T00:43:00Z,2026-08-19T00:52:00Z,Completed analysis for step 3,HASH-SHA256-223
CSE-05-CASE-0022-STP-4,CSE-05-CASE-0022,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-19T00:48:00Z,2026-08-19T01:00:00Z,Completed analysis for step 4,HASH-SHA256-224
CSE-05-CASE-0022-STP-5,CSE-05-CASE-0022,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-19T00:53:00Z,2026-08-19T01:08:00Z,Completed analysis for step 5,HASH-SHA256-225
CSE-05-CASE-0023-STP-1,CSE-05-CASE-0023,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-20T19:05:00Z,2026-08-20T19:08:00Z,Completed analysis for step 1,HASH-SHA256-231
CSE-05-CASE-0023-STP-2,CSE-05-CASE-0023,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-20T19:10:00Z,2026-08-20T19:16:00Z,Completed analysis for step 2,HASH-SHA256-232
CSE-05-CASE-0023-STP-3,CSE-05-CASE-0023,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-20T19:15:00Z,2026-08-20T19:24:00Z,Completed analysis for step 3,HASH-SHA256-233
CSE-05-CASE-0024-STP-1,CSE-05-CASE-0024,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-25T02:11:00Z,2026-08-25T02:14:00Z,Completed analysis for step 1,HASH-SHA256-241
CSE-05-CASE-0024-STP-2,CSE-05-CASE-0024,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-25T02:16:00Z,2026-08-25T02:22:00Z,Completed analysis for step 2,HASH-SHA256-242
CSE-05-CASE-0024-STP-3,CSE-05-CASE-0024,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-25T02:21:00Z,2026-08-25T02:30:00Z,Completed analysis for step 3,HASH-SHA256-243
CSE-05-CASE-0025-STP-1,CSE-05-CASE-0025,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-05T16:27:00Z,2026-08-05T16:30:00Z,Completed analysis for step 1,HASH-SHA256-251
CSE-05-CASE-0025-STP-2,CSE-05-CASE-0025,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-05T16:32:00Z,2026-08-05T16:38:00Z,Completed analysis for step 2,HASH-SHA256-252
CSE-05-CASE-0025-STP-3,CSE-05-CASE-0025,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-05T16:37:00Z,2026-08-05T16:46:00Z,Completed analysis for step 3,HASH-SHA256-253
CSE-05-CASE-0025-STP-4,CSE-05-CASE-0025,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-05T16:42:00Z,2026-08-05T16:54:00Z,Completed analysis for step 4,HASH-SHA256-254
CSE-05-CASE-0026-STP-1,CSE-05-CASE-0026,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-09T21:30:00Z,2026-08-09T21:33:00Z,Completed analysis for step 1,HASH-SHA256-261
CSE-05-CASE-0026-STP-2,CSE-05-CASE-0026,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-09T21:35:00Z,2026-08-09T21:41:00Z,Completed analysis for step 2,HASH-SHA256-262
CSE-05-CASE-0026-STP-3,CSE-05-CASE-0026,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-09T21:40:00Z,2026-08-09T21:49:00Z,Completed analysis for step 3,HASH-SHA256-263
CSE-05-CASE-0026-STP-4,CSE-05-CASE-0026,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-09T21:45:00Z,2026-08-09T21:57:00Z,Completed analysis for step 4,HASH-SHA256-264
CSE-05-CASE-0026-STP-5,CSE-05-CASE-0026,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-09T21:50:00Z,2026-08-09T22:05:00Z,Completed analysis for step 5,HASH-SHA256-265
CSE-05-CASE-0027-STP-1,CSE-05-CASE-0027,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-21T23:51:00Z,2026-08-21T23:54:00Z,Completed analysis for step 1,HASH-SHA256-271
CSE-05-CASE-0027-STP-2,CSE-05-CASE-0027,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-21T23:56:00Z,2026-08-22T00:02:00Z,Completed analysis for step 2,HASH-SHA256-272
CSE-05-CASE-0027-STP-3,CSE-05-CASE-0027,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-22T00:01:00Z,2026-08-22T00:10:00Z,Completed analysis for step 3,HASH-SHA256-273
CSE-05-CASE-0027-STP-4,CSE-05-CASE-0027,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-22T00:06:00Z,2026-08-22T00:18:00Z,Completed analysis for step 4,HASH-SHA256-274
CSE-05-CASE-0028-STP-1,CSE-05-CASE-0028,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-01T20:33:00Z,2026-08-01T20:36:00Z,Completed analysis for step 1,HASH-SHA256-281
CSE-05-CASE-0028-STP-2,CSE-05-CASE-0028,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-01T20:38:00Z,2026-08-01T20:44:00Z,Completed analysis for step 2,HASH-SHA256-282
CSE-05-CASE-0028-STP-3,CSE-05-CASE-0028,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-01T20:43:00Z,2026-08-01T20:52:00Z,Completed analysis for step 3,HASH-SHA256-283
CSE-05-CASE-0028-STP-4,CSE-05-CASE-0028,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-01T20:48:00Z,2026-08-01T21:00:00Z,Completed analysis for step 4,HASH-SHA256-284
CSE-05-CASE-0029-STP-1,CSE-05-CASE-0029,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-15T04:49:00Z,2026-08-15T04:52:00Z,Completed analysis for step 1,HASH-SHA256-291
CSE-05-CASE-0029-STP-2,CSE-05-CASE-0029,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-15T04:54:00Z,2026-08-15T05:00:00Z,Completed analysis for step 2,HASH-SHA256-292
CSE-05-CASE-0029-STP-3,CSE-05-CASE-0029,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-15T04:59:00Z,2026-08-15T05:08:00Z,Completed analysis for step 3,HASH-SHA256-293
CSE-05-CASE-0029-STP-4,CSE-05-CASE-0029,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-15T05:04:00Z,2026-08-15T05:16:00Z,Completed analysis for step 4,HASH-SHA256-294
CSE-05-CASE-0030-STP-1,CSE-05-CASE-0030,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-11T13:38:00Z,2026-08-11T13:41:00Z,Completed analysis for step 1,HASH-SHA256-301
CSE-05-CASE-0030-STP-2,CSE-05-CASE-0030,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-11T13:43:00Z,2026-08-11T13:49:00Z,Completed analysis for step 2,HASH-SHA256-302
CSE-05-CASE-0030-STP-3,CSE-05-CASE-0030,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-11T13:48:00Z,2026-08-11T13:57:00Z,Completed analysis for step 3,HASH-SHA256-303
CSE-05-CASE-0030-STP-4,CSE-05-CASE-0030,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-11T13:53:00Z,2026-08-11T14:05:00Z,Completed analysis for step 4,HASH-SHA256-304
CSE-05-CASE-0031-STP-1,CSE-05-CASE-0031,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-13T17:03:00Z,2026-08-13T17:06:00Z,Completed analysis for step 1,HASH-SHA256-311
CSE-05-CASE-0031-STP-2,CSE-05-CASE-0031,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-13T17:08:00Z,2026-08-13T17:14:00Z,Completed analysis for step 2,HASH-SHA256-312
CSE-05-CASE-0031-STP-3,CSE-05-CASE-0031,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-13T17:13:00Z,2026-08-13T17:22:00Z,Completed analysis for step 3,HASH-SHA256-313
CSE-05-CASE-0031-STP-4,CSE-05-CASE-0031,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-13T17:18:00Z,2026-08-13T17:30:00Z,Completed analysis for step 4,HASH-SHA256-314
CSE-05-CASE-0031-STP-5,CSE-05-CASE-0031,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-13T17:23:00Z,2026-08-13T17:38:00Z,Completed analysis for step 5,HASH-SHA256-315
CSE-05-CASE-0032-STP-1,CSE-05-CASE-0032,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-18T13:49:00Z,2026-08-18T13:52:00Z,Completed analysis for step 1,HASH-SHA256-321
CSE-05-CASE-0032-STP-2,CSE-05-CASE-0032,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-18T13:54:00Z,2026-08-18T14:00:00Z,Completed analysis for step 2,HASH-SHA256-322
CSE-05-CASE-0032-STP-3,CSE-05-CASE-0032,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-18T13:59:00Z,2026-08-18T14:08:00Z,Completed analysis for step 3,HASH-SHA256-323
CSE-05-CASE-0032-STP-4,CSE-05-CASE-0032,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-18T14:04:00Z,2026-08-18T14:16:00Z,Completed analysis for step 4,HASH-SHA256-324
CSE-05-CASE-0032-STP-5,CSE-05-CASE-0032,Forensic Step 5: Memory Dump,Completed,ANON-01,2026-08-18T14:09:00Z,2026-08-18T14:24:00Z,Completed analysis for step 5,HASH-SHA256-325
CSE-05-CASE-0033-STP-1,CSE-05-CASE-0033,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-07T23:03:00Z,2026-08-07T23:06:00Z,Completed analysis for step 1,HASH-SHA256-331
CSE-05-CASE-0033-STP-2,CSE-05-CASE-0033,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-07T23:08:00Z,2026-08-07T23:14:00Z,Completed analysis for step 2,HASH-SHA256-332
CSE-05-CASE-0033-STP-3,CSE-05-CASE-0033,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-07T23:13:00Z,2026-08-07T23:22:00Z,Completed analysis for step 3,HASH-SHA256-333
CSE-05-CASE-0034-STP-1,CSE-05-CASE-0034,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-21T17:27:00Z,2026-08-21T17:30:00Z,Completed analysis for step 1,HASH-SHA256-341
CSE-05-CASE-0034-STP-2,CSE-05-CASE-0034,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-21T17:32:00Z,2026-08-21T17:38:00Z,Completed analysis for step 2,HASH-SHA256-342
CSE-05-CASE-0034-STP-3,CSE-05-CASE-0034,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-21T17:37:00Z,2026-08-21T17:46:00Z,Completed analysis for step 3,HASH-SHA256-343
CSE-05-CASE-0034-STP-4,CSE-05-CASE-0034,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-21T17:42:00Z,2026-08-21T17:54:00Z,Completed analysis for step 4,HASH-SHA256-344
CSE-05-CASE-0035-STP-1,CSE-05-CASE-0035,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-20T23:51:00Z,2026-08-20T23:54:00Z,Completed analysis for step 1,HASH-SHA256-351
CSE-05-CASE-0035-STP-2,CSE-05-CASE-0035,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-20T23:56:00Z,2026-08-21T00:02:00Z,Completed analysis for step 2,HASH-SHA256-352
CSE-05-CASE-0035-STP-3,CSE-05-CASE-0035,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-21T00:01:00Z,2026-08-21T00:10:00Z,Completed analysis for step 3,HASH-SHA256-353
CSE-05-CASE-0035-STP-4,CSE-05-CASE-0035,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-21T00:06:00Z,2026-08-21T00:18:00Z,Completed analysis for step 4,HASH-SHA256-354
CSE-05-CASE-0035-STP-5,CSE-05-CASE-0035,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-21T00:11:00Z,2026-08-21T00:26:00Z,Completed analysis for step 5,HASH-SHA256-355
CSE-05-CASE-0036-STP-1,CSE-05-CASE-0036,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-02T19:59:00Z,2026-08-02T20:02:00Z,Completed analysis for step 1,HASH-SHA256-361
CSE-05-CASE-0036-STP-2,CSE-05-CASE-0036,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-02T20:04:00Z,2026-08-02T20:10:00Z,Completed analysis for step 2,HASH-SHA256-362
CSE-05-CASE-0036-STP-3,CSE-05-CASE-0036,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-02T20:09:00Z,2026-08-02T20:18:00Z,Completed analysis for step 3,HASH-SHA256-363
CSE-05-CASE-0037-STP-1,CSE-05-CASE-0037,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-25T15:50:00Z,2026-08-25T15:53:00Z,Completed analysis for step 1,HASH-SHA256-371
CSE-05-CASE-0037-STP-2,CSE-05-CASE-0037,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-25T15:55:00Z,2026-08-25T16:01:00Z,Completed analysis for step 2,HASH-SHA256-372
CSE-05-CASE-0037-STP-3,CSE-05-CASE-0037,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-25T16:00:00Z,2026-08-25T16:09:00Z,Completed analysis for step 3,HASH-SHA256-373
CSE-05-CASE-0037-STP-4,CSE-05-CASE-0037,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-25T16:05:00Z,2026-08-25T16:17:00Z,Completed analysis for step 4,HASH-SHA256-374
CSE-05-CASE-0037-STP-5,CSE-05-CASE-0037,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-25T16:10:00Z,2026-08-25T16:25:00Z,Completed analysis for step 5,HASH-SHA256-375
CSE-05-CASE-0038-STP-1,CSE-05-CASE-0038,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-22T05:53:00Z,2026-08-22T05:56:00Z,Completed analysis for step 1,HASH-SHA256-381
CSE-05-CASE-0038-STP-2,CSE-05-CASE-0038,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-22T05:58:00Z,2026-08-22T06:04:00Z,Completed analysis for step 2,HASH-SHA256-382
CSE-05-CASE-0038-STP-3,CSE-05-CASE-0038,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-22T06:03:00Z,2026-08-22T06:12:00Z,Completed analysis for step 3,HASH-SHA256-383
CSE-05-CASE-0039-STP-1,CSE-05-CASE-0039,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-09T15:46:00Z,2026-08-09T15:49:00Z,Completed analysis for step 1,HASH-SHA256-391
CSE-05-CASE-0039-STP-2,CSE-05-CASE-0039,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-09T15:51:00Z,2026-08-09T15:57:00Z,Completed analysis for step 2,HASH-SHA256-392
CSE-05-CASE-0039-STP-3,CSE-05-CASE-0039,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-09T15:56:00Z,2026-08-09T16:05:00Z,Completed analysis for step 3,HASH-SHA256-393
CSE-05-CASE-0039-STP-4,CSE-05-CASE-0039,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-09T16:01:00Z,2026-08-09T16:13:00Z,Completed analysis for step 4,HASH-SHA256-394
CSE-05-CASE-0040-STP-1,CSE-05-CASE-0040,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-12T20:43:00Z,2026-08-12T20:46:00Z,Completed analysis for step 1,HASH-SHA256-401
CSE-05-CASE-0040-STP-2,CSE-05-CASE-0040,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-12T20:48:00Z,2026-08-12T20:54:00Z,Completed analysis for step 2,HASH-SHA256-402
CSE-05-CASE-0040-STP-3,CSE-05-CASE-0040,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-12T20:53:00Z,2026-08-12T21:02:00Z,Completed analysis for step 3,HASH-SHA256-403
CSE-05-CASE-0041-STP-1,CSE-05-CASE-0041,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-16T11:25:00Z,2026-08-16T11:28:00Z,Completed analysis for step 1,HASH-SHA256-411
CSE-05-CASE-0041-STP-2,CSE-05-CASE-0041,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-16T11:30:00Z,2026-08-16T11:36:00Z,Completed analysis for step 2,HASH-SHA256-412
CSE-05-CASE-0041-STP-3,CSE-05-CASE-0041,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-16T11:35:00Z,2026-08-16T11:44:00Z,Completed analysis for step 3,HASH-SHA256-413
CSE-05-CASE-0041-STP-4,CSE-05-CASE-0041,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-16T11:40:00Z,2026-08-16T11:52:00Z,Completed analysis for step 4,HASH-SHA256-414
CSE-05-CASE-0042-STP-1,CSE-05-CASE-0042,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-10T18:43:00Z,2026-08-10T18:46:00Z,Completed analysis for step 1,HASH-SHA256-421
CSE-05-CASE-0042-STP-2,CSE-05-CASE-0042,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-10T18:48:00Z,2026-08-10T18:54:00Z,Completed analysis for step 2,HASH-SHA256-422
CSE-05-CASE-0042-STP-3,CSE-05-CASE-0042,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-10T18:53:00Z,2026-08-10T19:02:00Z,Completed analysis for step 3,HASH-SHA256-423
CSE-05-CASE-0042-STP-4,CSE-05-CASE-0042,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-10T18:58:00Z,2026-08-10T19:10:00Z,Completed analysis for step 4,HASH-SHA256-424
CSE-05-CASE-0043-STP-1,CSE-05-CASE-0043,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-04T22:57:00Z,2026-08-04T23:00:00Z,Completed analysis for step 1,HASH-SHA256-431
CSE-05-CASE-0043-STP-2,CSE-05-CASE-0043,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-04T23:02:00Z,2026-08-04T23:08:00Z,Completed analysis for step 2,HASH-SHA256-432
CSE-05-CASE-0043-STP-3,CSE-05-CASE-0043,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-04T23:07:00Z,2026-08-04T23:16:00Z,Completed analysis for step 3,HASH-SHA256-433
CSE-05-CASE-0044-STP-1,CSE-05-CASE-0044,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-27T06:14:00Z,2026-08-27T06:17:00Z,Completed analysis for step 1,HASH-SHA256-441
CSE-05-CASE-0044-STP-2,CSE-05-CASE-0044,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-27T06:19:00Z,2026-08-27T06:25:00Z,Completed analysis for step 2,HASH-SHA256-442
CSE-05-CASE-0044-STP-3,CSE-05-CASE-0044,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-27T06:24:00Z,2026-08-27T06:33:00Z,Completed analysis for step 3,HASH-SHA256-443
CSE-05-CASE-0044-STP-4,CSE-05-CASE-0044,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-27T06:29:00Z,2026-08-27T06:41:00Z,Completed analysis for step 4,HASH-SHA256-444
CSE-05-CASE-0044-STP-5,CSE-05-CASE-0044,Forensic Step 5: Memory Dump,Completed,ANON-01,2026-08-27T06:34:00Z,2026-08-27T06:49:00Z,Completed analysis for step 5,HASH-SHA256-445
CSE-05-CASE-0045-STP-1,CSE-05-CASE-0045,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-09T00:22:00Z,2026-08-09T00:25:00Z,Completed analysis for step 1,HASH-SHA256-451
CSE-05-CASE-0045-STP-2,CSE-05-CASE-0045,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-09T00:27:00Z,2026-08-09T00:33:00Z,Completed analysis for step 2,HASH-SHA256-452
CSE-05-CASE-0045-STP-3,CSE-05-CASE-0045,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-09T00:32:00Z,2026-08-09T00:41:00Z,Completed analysis for step 3,HASH-SHA256-453
CSE-05-CASE-0045-STP-4,CSE-05-CASE-0045,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-09T00:37:00Z,2026-08-09T00:49:00Z,Completed analysis for step 4,HASH-SHA256-454
CSE-05-CASE-0046-STP-1,CSE-05-CASE-0046,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-08T20:52:00Z,2026-08-08T20:55:00Z,Completed analysis for step 1,HASH-SHA256-461
CSE-05-CASE-0046-STP-2,CSE-05-CASE-0046,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-08T20:57:00Z,2026-08-08T21:03:00Z,Completed analysis for step 2,HASH-SHA256-462
CSE-05-CASE-0046-STP-3,CSE-05-CASE-0046,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-08T21:02:00Z,2026-08-08T21:11:00Z,Completed analysis for step 3,HASH-SHA256-463
CSE-05-CASE-0046-STP-4,CSE-05-CASE-0046,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-08T21:07:00Z,2026-08-08T21:19:00Z,Completed analysis for step 4,HASH-SHA256-464
CSE-05-CASE-0046-STP-5,CSE-05-CASE-0046,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-08T21:12:00Z,2026-08-08T21:27:00Z,Completed analysis for step 5,HASH-SHA256-465
CSE-05-CASE-0047-STP-1,CSE-05-CASE-0047,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-20T14:40:00Z,2026-08-20T14:43:00Z,Completed analysis for step 1,HASH-SHA256-471
CSE-05-CASE-0047-STP-2,CSE-05-CASE-0047,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-20T14:45:00Z,2026-08-20T14:51:00Z,Completed analysis for step 2,HASH-SHA256-472
CSE-05-CASE-0047-STP-3,CSE-05-CASE-0047,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-20T14:50:00Z,2026-08-20T14:59:00Z,Completed analysis for step 3,HASH-SHA256-473
CSE-05-CASE-0048-STP-1,CSE-05-CASE-0048,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-10T07:06:00Z,2026-08-10T07:09:00Z,Completed analysis for step 1,HASH-SHA256-481
CSE-05-CASE-0048-STP-2,CSE-05-CASE-0048,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-10T07:11:00Z,2026-08-10T07:17:00Z,Completed analysis for step 2,HASH-SHA256-482
CSE-05-CASE-0048-STP-3,CSE-05-CASE-0048,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-10T07:16:00Z,2026-08-10T07:25:00Z,Completed analysis for step 3,HASH-SHA256-483
CSE-05-CASE-0048-STP-4,CSE-05-CASE-0048,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-10T07:21:00Z,2026-08-10T07:33:00Z,Completed analysis for step 4,HASH-SHA256-484
CSE-05-CASE-0049-STP-1,CSE-05-CASE-0049,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-11T14:42:00Z,2026-08-11T14:45:00Z,Completed analysis for step 1,HASH-SHA256-491
CSE-05-CASE-0049-STP-2,CSE-05-CASE-0049,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-11T14:47:00Z,2026-08-11T14:53:00Z,Completed analysis for step 2,HASH-SHA256-492
CSE-05-CASE-0049-STP-3,CSE-05-CASE-0049,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-11T14:52:00Z,2026-08-11T15:01:00Z,Completed analysis for step 3,HASH-SHA256-493
